3.3530068,315.61908,155.66551,3.35E+00,2.97E+02,1.50E+02,3.35E+00,2.65E+02,1.51E+02,3.3530068,207.87471,137.2606,3.35E+00,2.34E+02,1.39E+02,3.35E+00,2.48E+02,1.41E+02,3.3530068,1183.5581,281.17029,3.35E+00,1.54E+03,2.58E+02,3.35E+00,2.21E+03,3.08E+02,3.3530068,73464.695,234239,3.35E+00,7.35E+04,2.34E+05,3.35E+00,8.93E+04,3.57E+05
2.6518998,318.4902,195.02258,2.65E+00,2.98E+02,1.84E+02,2.65E+00,2.65E+02,1.89E+02,2.6518998,208.0011,173.56587,2.65E+00,2.35E+02,1.73E+02,2.65E+00,2.47E+02,1.77E+02,2.6518998,1194.1454,332.06451,2.65E+00,1.55E+03,3.10E+02,2.65E+00,2.23E+03,3.59E+02,2.6518998,92736.75,282278.84,2.65E+00,9.27E+04,2.82E+05,2.65E+00,1.15E+05,4.35E+05
2.1001322,321.47253,239.86537,2.10E+00,2.98E+02,2.32E+02,2.10E+00,2.65E+02,2.33E+02,2.1001322,210.47183,217.82837,2.10E+00,2.35E+02,2.17E+02,2.10E+00,2.49E+02,2.23E+02,2.1001322,1196.9161,403.49759,2.10E+00,1.56E+03,3.81E+02,2.10E+00,2.24E+03,4.28E+02,2.1001322,116971.85,339305.66,2.10E+00,1.17E+05,3.39E+05,2.10E+00,1.47E+05,5.27E+05
1.6604661,321.73636,300.3613,1.66E+00,3.00E+02,2.90E+02,1.66E+00,2.65E+02,2.92E+02,1.6604661,209.68884,273.50751,1.66E+00,2.37E+02,2.74E+02,1.66E+00,2.50E+02,2.79E+02,1.6604661,1212.4524,490.18442,1.66E+00,1.56E+03,4.62E+02,1.66E+00,2.26E+03,5.09E+02,1.6604661,147352.19,406261.19,1.66E+00,1.47E+05,4.06E+05,1.66E+00,1.88E+05,6.40E+05
1.3145728,326.29785,376.51355,1.31E+00,3.03E+02,3.62E+02,1.31E+00,2.65E+02,3.66E+02,1.3145728,210.48994,345.23087,1.31E+00,2.37E+02,3.44E+02,1.31E+00,2.50E+02,3.52E+02,1.3145728,1215.843,603.00159,1.31E+00,1.57E+03,5.78E+02,1.31E+00,2.27E+03,6.25E+02,1.3145728,185041.73,485423.03,1.31E+00,1.85E+05,4.85E+05,1.31E+00,2.40E+05,7.72E+05
1.0395868,326.82584,469.89417,1.04E+00,3.06E+02,4.57E+02,1.04E+00,2.65E+02,4.57E+02,1.0395868,212.50781,434.61707,1.04E+00,2.39E+02,4.35E+02,1.04E+00,2.53E+02,4.44E+02,1.0395868,1233.7494,740.97931,1.04E+00,1.57E+03,7.10E+02,1.04E+00,2.28E+03,7.56E+02,1.0395868,232072.2,577880.25,1.04E+00,2.32E+05,5.78E+05,1.04E+00,3.08E+05,9.32E+05
0.82297617,331.71933,590.19666,8.23E-01,3.07E+02,5.72E+02,8.23E-01,2.65E+02,5.74E+02,0.82297617,214.13925,548.99811,8.23E-01,2.39E+02,5.46E+02,8.23E-01,2.53E+02,5.60E+02,0.82297617,1233.9235,926.479,8.23E-01,1.59E+03,8.89E+02,8.23E-01,2.31E+03,9.38E+02,0.82297617,289936.97,686758.69,8.23E-01,2.90E+05,6.87E+05,8.23E-01,3.91E+05,1.12E+06
0.65104139,332.28049,739.09015,6.51E-01,3.12E+02,7.19E+02,6.51E-01,2.65E+02,7.18E+02,0.65104139,215.55255,690.20624,6.51E-01,2.42E+02,6.90E+02,6.51E-01,2.57E+02,7.04E+02,0.65104139,1248.9084,1141.7073,6.51E-01,1.59E+03,1.10E+03,6.51E-01,2.31E+03,1.15E+03,0.65104139,359360.91,811454.31,6.51E-01,3.59E+05,8.11E+05,6.51E-01,4.99E+05,1.34E+06
0.51486117,338.93958,929.79315,5.15E-01,3.13E+02,9.04E+02,5.15E-01,2.65E+02,9.05E+02,0.51486117,218.63864,873.36298,5.15E-01,2.43E+02,8.69E+02,5.15E-01,2.58E+02,8.90E+02,0.51486117,1259.8208,1437.2354,5.15E-01,1.61E+03,1.39E+03,5.15E-01,2.34E+03,1.44E+03,0.51486117,447871.34,955454.69,5.15E-01,4.48E+05,9.55E+05,5.15E-01,6.33E+05,1.60E+06
0.40777177,340.50525,1169.4564,4.08E-01,3.20E+02,1.14E+03,4.08E-01,2.65E+02,1.14E+03,0.40777177,220.69644,1100.9108,4.08E-01,2.48E+02,1.10E+03,4.08E-01,2.61E+02,1.12E+03,0.40777177,1267.2095,1791.2764,4.08E-01,1.62E+03,1.74E+03,4.08E-01,2.34E+03,1.79E+03,0.40777177,553161.25,1123314.6,4.08E-01,5.53E+05,1.12E+06,4.08E-01,7.98E+05,1.89E+06
0.32229796,346.68903,1470.717,3.22E-01,3.24E+02,1.43E+03,3.22E-01,2.65E+02,1.43E+03,0.32229796,225.95717,1391.3104,3.22E-01,2.51E+02,1.39E+03,3.22E-01,2.67E+02,1.42E+03,0.32229796,1288.3879,2256.0076,3.22E-01,1.64E+03,2.18E+03,3.22E-01,2.38E+03,2.23E+03,0.32229796,683000.5,1318210.5,3.22E-01,6.83E+05,1.32E+06,3.22E-01,1.03E+06,2.26E+06
0.25507733,353.9545,1852.4908,2.55E-01,3.31E+02,1.80E+03,2.55E-01,2.65E+02,1.80E+03,0.25507733,230.21432,1757.2488,2.55E-01,2.56E+02,1.75E+03,2.55E-01,2.71E+02,1.79E+03,0.25507733,1299.8455,2828.3955,2.55E-01,1.66E+03,2.76E+03,2.55E-01,2.40E+03,2.81E+03,0.25507733,837118.56,1548131.1,2.55E-01,8.37E+05,1.55E+06,2.55E-01,1.29E+06,2.65E+06
0.20193607,360.08484,2326.7681,2.02E-01,3.40E+02,2.27E+03,2.02E-01,2.65E+02,2.26E+03,0.20193607,236.37541,2215.1697,2.02E-01,2.63E+02,2.21E+03,2.02E-01,2.80E+02,2.25E+03,0.20193607,1334.7194,3554.8567,2.02E-01,1.69E+03,3.46E+03,2.02E-01,2.43E+03,3.50E+03,0.20193607,1007993.7,1809186,2.02E-01,1.01E+06,1.81E+06,2.02E-01,1.60E+06,3.08E+06
0.15969276,372.02454,2931.2554,1.60E-01,3.51E+02,2.86E+03,1.60E-01,2.65E+02,2.84E+03,0.15969276,245.44171,2799.9929,1.60E-01,2.71E+02,2.79E+03,1.60E-01,2.89E+02,2.85E+03,0.15969276,1368.9385,4483.417,1.60E-01,1.74E+03,4.37E+03,1.60E-01,2.48E+03,4.41E+03,0.15969276,1210470,2090622.4,1.60E-01,1.21E+06,2.09E+06,1.60E-01,1.97E+06,3.56E+06
0.12635216,386.98108,3691.6462,1.26E-01,3.65E+02,3.60E+03,1.26E-01,2.65E+02,3.58E+03,0.12635216,257.70752,3536.5071,1.26E-01,2.82E+02,3.52E+03,1.26E-01,3.01E+02,3.59E+03,0.12635216,1419.2024,5646.8701,1.26E-01,1.78E+03,5.51E+03,1.26E-01,2.52E+03,5.56E+03,0.12635216,1470284,2403433.8,1.26E-01,1.47E+06,2.40E+06,1.26E-01,2.42E+06,4.10E+06
0.10005087,405.54095,4647.0522,1.00E-01,3.85E+02,4.53E+03,1.00E-01,2.65E+02,4.51E+03,0.10005087,273.75714,4464.4678,1.00E-01,2.96E+02,4.45E+03,1.00E-01,3.17E+02,4.53E+03,0.10005087,1492.4332,7121.8667,1.00E-01,1.85E+03,6.94E+03,1.00E-01,2.59E+03,6.97E+03,0.10005087,1829911,2816596.3,1.00E-01,1.83E+06,2.82E+06,1.00E-01,2.94E+06,4.68E+06
